name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,movement,longHitSuppression,homeRunSuppression,control,stuff,pitchLimit,runnerControl,defense,enhancedSkill,skill,synergy
박경태,SEA,1,kia,[2017],0,"[""RP""]",L,L,O,1027,222,108,142,123,127,33,17,255,동행 2017,"주자 억제, 셋 포지션, VS 좌타, 스토퍼","2017, 해태/KIA, 시즌, 동산고 출신"
박블젝,SEA,1,doosan,[2022],0,"[""RP""]",R,R,O,1027,219,129,146,121,123,16,16,257,TEAM DOOSAN! 2022,"플라이볼피쳐, 슬라이더, 투피치, VS 우타, 스토퍼","2022, OB/두산, 시즌, 경남고 출신, 강릉영동대 출신, 고춧가루 부대"
김로젝,SEA,1,hyundai,[1996],0,"[""RP""]",R,R,O,1027,224,121,142,109,145,14,17,255,막강 현대! 최강 유니콘스!,"주자 억제, 컨트롤러, VS 좌타, 스토퍼","1996, 삼청태현, 시즌, 유신고 출신"
여건욱,SEA,1,lg,[2017],0,"[""RP""]",R,R,O,1027,232,103,142,127,130,22,17,254,서울은 LG,"주자 억제, 체인지업, 플라이볼피쳐, 로케이션, 라이징 무브먼트, 스토퍼","2017, MBC/LG, 시즌, 광주일고 출신, 트레이드, 고려대 출신"
손나젝,SEA,1,nc,[2020],0,"[""RP""]",L,L,O,1027,205,124,142,142,119,15,18,262,스트롱거 투게더,"주자 억제, 커브, 원포인터, 슬라이더, VS 좌타","2020, NC 다이노스, 시즌, 덕수고 출신, 경희대 출신"
이현호,SEA,1,hanwha,[2020],0,"[""RP""]",L,L,O,1027,226,153,99,99,150,17,18,265,팬 더 플레임즈,"원포인터, VS 좌타","2020, 빙그레/한화, 시즌, 제물포고 출신, 2차 드래프트, 고춧가루 부대"
임준혁,SEA,1,kia,[2011],0,"[""RP""]",R,R,O,1027,216,124,142,123,128,21,18,255,New Challenge! Let's Go V11!,"주자 억제, 셋 포지션, 스토퍼","2011, 해태/KIA, 시즌, 동산고 출신"
임준혁,SEA,1,kia,[2004],0,"[""RP""]",R,R,O,1027,232,124,125,128,122,24,17,255,함께 하는 KIA! 도전하는 Tigers!,"주자 억제, VS 좌타, 스토퍼","2004, 해태/KIA, 시즌, 동산고 출신"
장현식,SEA,1,nc,[2015],0,"[""RP""]",R,R,O,1027,219,118,137,129,132,22,17,253,전력질주,"주자 억제, 커브, 더티 무브먼트, 라이징 무브먼트, 셋 포지션, 스토퍼","2015, NC 다이노스, 시즌, 배구장, 1차 지명, 서울고 출신"
정민태,SEA,1,hyundai,[2006],0,"[""RP""]",R,R,O,1027,229,118,116,132,127,34,17,254,도전! 열정! 투혼!,"주자 억제, 셋 포지션, VS 좌타, 스토퍼","2006, 삼청태현, 시즌, 거액 계약 (투수), 1차 지명, 투수왕국, 동산고 출신, 투수 라이벌1, 한양대 출신, 통산 100승 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
조영건,SEA,1,kiwoom,[2021],0,"[""RP""]",R,R,O,1027,224,116,133,126,137,24,15,252,"One Team, One Dream!","주자 억제, 로케이션, 더티 무브먼트, 라이징 무브먼트, 투피치, 스토퍼","2021, 히어로즈, 시즌"
천창호,SEA,1,pacific,[1989],0,"[""RP""]",L,L,O,1027,195,109,137,168,124,12,18,264,하나로 뭉쳐진 힘. 돌핀스여 승리하자!,"원포인터, 셋 포지션, VS 우타","1989, 삼청태현, 시즌, 트레이드, 경희대 출신, 경남고 출신, 실업야구 출신"
최이컬,SEA,1,hanwha,[2015],0,"[""RP""]",R,R,O,1027,227,108,137,127,127,32,16,253,불꽃 한화! 투혼 이글스!,"타자 집중, 그라운드볼러, 더티 무브먼트, 묵직함, 투피치, 스토퍼","2015, 빙그레/한화, 시즌, 개성고 출신, 동아대 출신"
황두성,SEA,1,hyundai,[2004],0,"[""RP""]",R,R,O,1027,208,105,116,141,140,42,18,257,불패신화! 끝없는 도전!,"주자 억제, 셋 포지션, 스토퍼","2004, 삼청태현, 시즌, 배명고 출신, 성균관대 출신"
배재환,SEA,1,nc,[2017],0,"[""RP""]",R,R,O,1027,222,127,90,129,123,59,18,259,거침없이 가자,"주자 억제, 위기관리, 커브, 팔색조, 셋 포지션, VS 좌타, 스토퍼","2017, NC 다이노스, 시즌, 배구장, 서울고 출신"
윤트업,SEA,1,lg,[2024],0,"[""RP""]",R,R,O,1027,229,124,142,110,134,14,19,255,"승리를 향해, 하나의 트윈스!","파이어볼러, 타자 집중, 묵직함, 스토퍼, VS 좌타","2024, MBC/LG, 시즌, 거액 계약 (투수), 1차 지명, 황금사자기 MVP, 북일고 출신, 보상 선수 모음, 대통령배 MVP"
송재영,SEA,1,lotte,[2024],0,"[""RP""]",L,L,O,1027,248,109,120,118,145,10,18,259,투혼투지,"로케이션, 라이징 무브먼트, 스토퍼","2024, 롯데 자이언츠, 시즌"
강효종,SEA,1,lg,[2024],0,"[""SP""]",R,R,O,1027,226,113,129,128,128,34,17,252,"승리를 향해, 하나의 트윈스!","더티 무브먼트, 묵직함","2024, MBC/LG, 시즌, 1차 지명, 충암고 출신, 야구인2세"
김승현,SEA,1,samsung,[2017],0,"[""RP""]",R,R,O,1026,242,163,107,15,168,21,13,297,프라이드,"그라운드볼러, 완급, 투피치, VS 좌타, 위기관리, 스토퍼","강릉고 출신, 2017, 삼성 라이온즈, 시즌, 고춧가루 부대, 건국대 출신"
전스젝,SEA,1,lotte,[1990],0,"[""RP""]",R,R,S,1026,245,22,176,190,53,28,10,302,800만의 희망 - 롯데 V2를 향해 달린다,"롱맨, 맞춰잡기, 스토퍼","1990, 롯데 자이언츠, 시즌, 1차 지명, 대구고 출신, 트레이드, 한양대 출신, 고춧가루 부대"
고효준,SEA,1,sk,[2008],0,"[""RP""]",L,L,O,1026,231,116,137,127,130,16,17,252,Fan First! Happy Baseball!,"주자 억제, 플라이볼피쳐, 로케이션, 라이징 무브먼트, 묵직함, VS 좌타, 스토퍼","2008, SK/SSG, 시즌, 벌떼야구, 세광고 출신"
권휘,SEA,1,doosan,[2022],0,"[""RP""]",R,R,O,1026,229,137,133,106,126,17,18,260,TEAM DOOSAN! 2022,"주자 억제, 로케이션, 셋 포지션, 스플리터, VS 좌타, 스토퍼","2022, OB/두산, 시즌, 덕수고 출신, 고춧가루 부대"
임에렉,SEA,1,samsung,[2006],0,"[""RP""]",R,R,U,1026,213,118,137,132,122,33,17,254,팬과 함께 만드는 라이온즈의 신화!,"주자 억제, VS 우타, 스토퍼","2006, 삼성 라이온즈, 시즌, 광주진흥고 출신, 트레이드, FA, 통산 100세이브 클럽, 통산 1000탈삼진 클럽"
김락기,SEA,1,binggrae,[1991],0,"[""RP""]",R,R,S,1026,222,116,137,134,130,18,17,252,1991 빙그레 이글스,"주자 억제, 컨트롤러, VS 우타, 스토퍼","1991, 빙그레/한화, 시즌, 동래고 출신, 동아대 출신"
김승현,SEA,1,samsung,[2018],0,"[""RP""]",R,R,O,1026,176,110,150,112,162,21,14,281,뉴라이온즈 18,"위기관리, 그라운드볼러, 투피치, 스토퍼","2018, 삼성 라이온즈, 시즌, 강릉고 출신, 건국대 출신"
김장백,SEA,1,hanwha,[2002],0,"[""RP""]",R,R,O,1026,208,124,150,123,126,20,16,259,도약의 반세기 최강 이글스!,"타자 집중, VS 좌타, 스토퍼","2002, 빙그레/한화, 시즌, 서울고 출신, 연세대 출신, 고춧가루 부대"
류택현,SEA,1,lg,[2006],0,"[""RP""]",L,L,O,1026,221,103,154,116,143,11,18,260,Team First! Team Play! Teamwork!,"VS 우타, 스토퍼","2006, MBC/LG, 시즌, 1차 지명, 휘문고 출신, 트레이드, 동국대 출신, 고춧가루 부대, 통산 500경기 클럽"
박승민,SEA,1,hyundai,[2002],0,"[""RP""]",R,R,S,1026,227,111,120,135,138,24,17,254,막강 현대! 최강 유니콘스!,"주자 억제, VS 우타, 스토퍼","2002, 삼청태현, 시즌, 서울고 출신, 경희대 출신"
백청훈,SEA,1,sk,[2018],0,"[""RP""]",R,R,U,1026,251,108,103,123,146,16,12,267,다함께더높이!,"플라이볼피쳐, 로케이션, 원포인터, 라이징 무브먼트","2018, SK/SSG, 시즌, 청원고 출신, 제주국제대 출신"
신인트,SEA,1,hanwha,[2021],0,"[""RP""]",R,R,U,1026,247,96,125,118,132,19,17,272,THIS IS OUR WAY,"커브, 플라이볼피쳐, VS 우타, 스토퍼","2021, 빙그레/한화, 시즌, 1차 지명, 북일고 출신, 트레이드, 고려대 출신, 고춧가루 부대"
윤근영,SEA,1,kt,[2017],0,"[""RP""]",L,L,O,1026,203,141,99,138,133,24,17,271,근성의 위즈,"맞춰잡기, 위기관리, 타자 집중, 그라운드볼러, 롱맨, 스플리터, VS 우타, 스토퍼","2017, KT 위즈, 시즌, 1차 지명, 대전고 출신, 고춧가루 부대"
이석만,SEA,1,lotte,[2003],0,"[""RP""]",R,R,O,1026,234,121,137,128,125,10,17,254,"힘찬 도약, 다시 뛰는 자이언츠!!","주자 억제, VS 좌타, 스토퍼","2003, 롯데 자이언츠, 시즌, 순천효천고 출신, 원광대 출신, 고춧가루 부대"
이재익,SEA,1,samsung,[2021],0,"[""RP""]",L,L,O,1026,219,140,137,112,122,19,16,261,ONE TEAM! ONE BODY!!,"위기관리, 원포인터, 슬라이더, VS 좌타","2021, 삼성 라이온즈, 시즌, 유신고 출신"
임봉춘,SEA,1,lotte,[1999],0,"[""RP""]",R,R,O,1026,214,127,120,109,140,39,18,259,"도약 '99 ""오이소 보이소"" 롯데의 승리를!","주자 억제, 셋 포지션, VS 우타, 스토퍼","1999, 롯데 자이언츠, 시즌, 선린인터넷고 출신, 원광대 출신"
홍프나,SEA,1,nc,[2020],0,"[""RP""]",R,R,O,1026,224,124,120,113,133,29,15,268,스트롱거 투게더,"그라운드볼러, VS 좌타, 스토퍼","2020, NC 다이노스, 시즌, 부경고 출신, 트레이드, 동의대 출신, 1차 지명"
전승남,SEA,1,lg,[2002],0,"[""RP""]",R,R,S,1026,213,114,142,129,131,19,13,265,다시 뛰는 무적LG! 팬과 함께 V3!,"셋 포지션, 스토퍼","2002, MBC/LG, 시즌, 덕수고 출신, 중앙대 출신"
정인욱,SEA,1,samsung,[2020],0,"[""RP""]",R,R,O,1026,227,126,129,124,126,20,18,256,뉴라이온즈 20,"주자 억제, 플라이볼피쳐, 라이징 무브먼트, 셋 포지션, VS 우타, 스토퍼","2020, 삼성 라이온즈, 시즌, 청룡기 MVP, 대구고 출신, 봉황대기 MVP, 고춧가루 부대"
조젝블,SEA,1,kt,[2019],0,"[""RP""]",R,R,U,1026,211,122,137,134,125,20,16,261,비상2019,"맞춰잡기, 커브, 로케이션, 원포인터, 셋 포지션, VS 우타","2019, KT 위즈, 시즌, 청원고 출신, 원광대 출신"
진명호,SEA,1,lotte,[2013],0,"[""RP""]",L,R,O,1026,213,116,150,106,119,42,20,260,열정과 투지의 롯데 자이언츠!,"주자 억제, 라이징 무브먼트, 셋 포지션, VS 우타, 스토퍼","2013, 롯데 자이언츠, 시즌, 순천효천고 출신, 양떼야구"
하터젝,SEA,1,nc,[2023],0,"[""RP""]",R,R,O,1026,229,116,133,124,129,26,17,252,"거침없이 가자, WE'RE GAME Changers","주자 억제, 플라이볼피쳐, 더티 무브먼트, 라이징 무브먼트, 싱커, 묵직함, 투피치, VS 좌타, 스토퍼","2023, NC 다이노스, 시즌, 부경고 출신"
한기주,SEA,1,kia,[2015],0,"[""RP""]",R,R,O,1026,211,110,150,134,124,20,18,259,All New KIA TIGERS!!!,"주자 억제, 맞춰잡기, 위기관리, 원포인터, 슬라이더, VS 우타","2015, 해태/KIA, 시즌, 거액 계약 (투수), 1차 지명, 황금세대 1987, 광주동성고 출신, 봉황대기 MVP, 대통령배 MVP"
신승현,SEA,1,sk,[2012],0,"[""RP""]",R,R,U,1026,227,98,146,137,121,24,16,257,Touch Wyverns! Go V4!,"맞춰잡기, 라이징 무브먼트, 셋 포지션, VS 좌타, 스토퍼","2012, SK/SSG, 시즌, 쌍방울의 유산, 전주고 출신"
이인스,SEA,1,ob,[1993],0,"[""RP""]",L,L,S,1026,289,86,154,35,121,46,13,282,1993 OB 베어스,"VS 좌타, 스토퍼","1993, OB/두산, 시즌, 1차 지명, 배명고 출신, 성균관대 출신"
위재영,SEA,1,hyundai,[2003],0,"[""SP""]",R,R,O,1026,219,111,137,129,124,37,16,253,새로운 도전! 승리의 이름!,셋 포지션,"2003, 삼청태현, 시즌, 1차 지명, 투수왕국, 동산고 출신, 봉황대기 MVP, 인하대 출신"
양현,SEA,1,samsung,[2024],0,"[""RP""]",R,R,U,1026,214,129,103,146,134,14,20,266,WIN OR WOW,"원포인터, 정면승부, 투피치","2024, 삼성 라이온즈, 시즌, 형제4, 대전고 출신, 2차 드래프트"
장재혁,SEA,1,kia,[2024],0,"[""RP""]",R,R,O,1026,221,116,137,131,124,27,17,253,압도하라! Always KIA TIGERS,"더티 무브먼트, 묵직함, 스토퍼","2024, 해태/KIA, 시즌, 경남고 출신, 동명이인48"
윤성빈,SEA,1,lotte,[2024],0,"[""SP""]",R,R,O,1026,224,113,129,129,127,35,17,252,투혼투지,"파이어볼러, VS 좌타, 와일드씽","2024, 롯데 자이언츠, 시즌, 1차 지명, 부산고 출신"
박세진,SEA,1,kt,[2016],0,"[""RP""]",L,L,O,1025,243,128,90,112,111,51,17,273,과감하게도전하자,"위기관리, 로케이션, 롱맨, 슬라이더, VS 좌타, 스토퍼","2016, KT 위즈, 시즌, 1차 지명, 경북고 출신, 고춧가루 부대, 형제10"
장원준,SEA,1,doosan,[2021],0,"[""RP""]",L,L,O,1025,232,135,154,93,113,12,15,271,두산 2021,"그라운드볼러, 로케이션, 원포인터, 슬라이더","2021, OB/두산, 시즌, 1차 지명, FA, 판타스틱4, 부산고 출신, 통산 100승-100패 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
구동우,SEA,1,ob,[1994],0,"[""RP""]",L,L,O,1025,192,121,142,143,132,21,19,255,1994 OB 베어스,"VS 우타, 스토퍼","1994, OB/두산, 시즌, 북일고 출신, 동아대 출신, 고춧가루 부대"
김문희,SEA,1,lotte,[1985],0,"[""RP""]",R,R,O,1025,224,118,116,133,127,36,17,254,1985 롯데 자이언츠,"주자 억제, 셋 포지션, VS 좌타, 스토퍼","1985, 롯데 자이언츠, 시즌, 동아대 출신, 실업야구 출신, 부산고 출신"
김수경,SEA,1,nexen,[2012],0,"[""RP""]",R,R,O,1025,171,127,159,148,117,23,13,267,Go for the Championship!,"맞춰잡기, 로케이션, 스토퍼","2012, 히어로즈, 시즌, 인천고 출신, 고춧가루 부대, 통산 100승 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
곽나업,SEA,1,kia,[2016],0,"[""RP""]",R,R,O,1025,250,99,142,103,124,20,8,279,동행 2016,"라이징 무브먼트, 스토퍼","2016, 해태/KIA, 시즌, 1차 지명, 광주일고 출신"
김젝인,SEA,1,nc,[2021],0,"[""RP""]",R,R,O,1025,255,132,129,81,132,20,18,258,NEVER STOP,"주자 억제, 플라이볼피쳐, 라이징 무브먼트, 셋 포지션, 싱커, VS 좌타, 스토퍼","2021, NC 다이노스, 시즌, 1차 지명, 광주진흥고 출신, 2차 드래프트"
배재환,SEA,1,nc,[2015],0,"[""RP""]",R,R,O,1025,226,116,133,122,130,29,17,252,전력질주,"주자 억제, 더티 무브먼트, 라이징 무브먼트, 셋 포지션, 투피치, VS 우타, 스토퍼","2015, NC 다이노스, 시즌, 배구장, 서울고 출신"
안영명,SEA,1,kt,[2022],0,"[""RP""]",R,R,O,1025,227,108,142,141,124,12,17,254,SHOW MAGIC! TEAM KT,"주자 억제, 체인지업, 컨트롤러, 플라이볼피쳐, 로케이션, 셋 포지션, 싱커, 묵직함, 스토퍼","2022, KT 위즈, 시즌, 1차 지명, 북일고 출신, 통산 500경기 클럽"
여건욱,SEA,1,lg,[2020],0,"[""RP""]",R,R,O,1025,260,91,56,164,138,19,18,279,무적 LG,"주자 억제, 맞춰잡기, 정면승부, 셋 포지션, 스토퍼","2020, MBC/LG, 시즌, 광주일고 출신, 트레이드, 고려대 출신"
오프렉,SEA,1,kia,[2002],0,"[""RP""]",L,L,O,1025,248,120,99,117,140,11,17,273,꿈을 심는 KIA! 용맹스런 Tigers!,"원포인터, VS 좌타","2002, 해태/KIA, 시즌, 1차 지명, 영남대 출신, 영흥고 출신"
이동걸,SEA,1,hanwha,[2018],0,"[""RP""]",R,R,O,1025,224,100,125,137,129,40,17,253,브레이크더플레임,"주자 억제, 맞춰잡기, 정면승부, 셋 포지션, VS 우타, 스토퍼","2018, 빙그레/한화, 시즌, 휘문고 출신, 2차 드래프트, 동국대 출신"
장정순,SEA,1,samsung,[1997],0,"[""RP""]",R,R,O,1025,240,111,73,149,140,31,14,267,1997 삼성 라이온즈,"셋 포지션, 스토퍼","1997, 삼성 라이온즈, 시즌, 1차 지명, 청주고 출신, 트레이드, 경성대 출신"
장지수,SEA,1,kia,[2022],0,"[""RP""]",R,R,O,1025,222,118,137,121,126,32,16,253,포효하라 Always KIA TIGERS,"맞춰잡기, 플라이볼피쳐, 타자 집중, 라이징 무브먼트, 슬라이더, 묵직함, 투피치, 스토퍼","2022, 해태/KIA, 시즌, 성남고 출신"
정성곤,SEA,1,ssg,[2022],0,"[""RP""]",L,L,O,1025,239,118,120,121,132,24,17,254,"NO LIMITS, AMAZING LANDERS","주자 억제, 체인지업, 그라운드볼러, 로케이션, 셋 포지션, VS 좌타, 스토퍼","2022, SK/SSG, 시즌, 트레이드, 인창고 출신"
정재복,SEA,1,lg,[2003],0,"[""SP""]",R,R,O,1025,227,116,133,128,127,28,14,252,변화와 도전! 신바람 1등 LG!,타자 집중,"2003, MBC/LG, 시즌, 인천고 출신, 인하대 출신, 고춧가루 부대"
조영건,SEA,1,kiwoom,[2019],0,"[""SP""]",R,R,O,1025,222,113,133,129,127,33,16,252,뉴 히어로즈,"플라이볼피쳐, 타자 집중, 더티 무브먼트, 라이징 무브먼트, 묵직함","2019, 히어로즈, 시즌"
최동환,SEA,1,lg,[2021],0,"[""RP""]",R,R,O,1025,226,122,146,123,121,14,16,257,끝까지 TWINS!,"플라이볼피쳐, 라이징 무브먼트, 투피치, VS 우타, 스토퍼","2021, MBC/LG, 시즌, 경동고 출신"
하터젝,SEA,1,nc,[2022],0,"[""RP""]",R,R,O,1025,229,111,137,127,124,26,17,254,"거침없이 가자, hands UP!","주자 억제, 플라이볼피쳐, 라이징 무브먼트, 셋 포지션, 투피치, VS 좌타, 스토퍼","2022, NC 다이노스, 시즌, 부경고 출신"
백정현,SEA,1,samsung,[2007],0,"[""RP""]",L,L,O,1025,211,116,142,133,139,10,18,256,환희와 감동! 신화는 계속된다!,"주자 억제, 셋 포지션, VS 좌타, 스토퍼","2007, 삼성 라이온즈, 시즌, 대구상원고 출신"
이로젝,SEA,1,lg,[2015],0,"[""SP""]",R,R,O,1025,227,116,137,117,127,35,13,253,더 높은 곳을 향한 2015!,"커브, 플라이볼피쳐, 타자 집중, 로케이션, VS 우타","2015, MBC/LG, 시즌, 서울고 출신, 트레이드, 고춧가루 부대"
조인프,SEA,1,kt,[2022],0,"[""RP""]",L,L,O,1025,227,101,154,133,117,11,17,265,SHOW MAGIC! TEAM KT,"맞춰잡기, 플라이볼피쳐, 원포인터, 투피치, VS 우타","2022, KT 위즈, 시즌, 군산상고 출신, 봉황대기 MVP, 2차 드래프트"
정우준,SEA,1,lotte,[2024],0,"[""RP""]",R,R,O,1025,239,119,120,124,126,19,19,259,투혼투지,"스토퍼, VS 우타","2024, 롯데 자이언츠, 시즌, 서울고 출신, 강릉영동대 출신"
현도훈,SEA,1,lotte,[2024],0,"[""RP""]",L,R,O,1025,232,104,125,127,132,24,18,263,투혼투지,"주자 억제, 스토퍼, VS 우타","2024, 롯데 자이언츠, 시즌"
정동윤,SEA,1,ssg,[2024],0,"[""RP""]",L,R,O,1025,227,118,137,131,132,10,17,253,"NO LIMITS, AMAZING LANDERS","더티 무브먼트, 묵직함, 스토퍼","2024, SK/SSG, 시즌, 1차 지명, 야탑고 출신"
윤규진,SEA,1,hanwha,[2009],0,"[""RP""]",R,R,O,1024,248,90,99,53,182,30,17,305,"어기영차! 한화, 으랏차차! 이글스","셋 포지션, 더티 무브먼트, 그라운드볼러, 스토퍼","2009, 빙그레/한화, 시즌, 대전고 출신, 안정진, 고춧가루 부대"
송인터,SEA,1,samsung,[1985],0,"[""RP""]",R,R,O,1024,165,110,167,147,120,30,16,269,1985 삼성 라이온즈,"롱맨, 스토퍼","1985, 삼성 라이온즈, 시즌, 건국대 출신, 실업야구 출신, 대구상원고 출신"
강철원,SEA,1,ob,[1984],0,"[""SP""]",R,R,S,1024,226,118,129,129,123,26,20,253,1984 OB 베어스,VS 좌타,"1984, OB/두산, 시즌, 청원고 출신"
권준헌,SEA,1,hyundai,[2000],0,"[""RP""]",R,R,O,1024,229,101,116,141,128,34,18,257,막강 현대! 최강 유니콘스!,"VS 좌타, 스토퍼","2000, 삼청태현, 시즌, 광영고 출신"
김대현,SEA,1,lg,[2016],0,"[""RP""]",R,R,O,1024,224,111,137,124,123,35,17,253,혁신의 바람,"주자 억제, 더티 무브먼트, 정면승부, 묵직함, 스토퍼","2016, MBC/LG, 시즌, 1차 지명, 황금사자기 MVP, 선린인터넷고 출신"
이로젝,SEA,1,kt,[2015],0,"[""RP""]",R,R,O,1024,219,118,125,113,128,51,17,253,마법을 현실로!,"커브, 플라이볼피쳐, 타자 집중, 로케이션, VS 우타, 스토퍼","2015, KT 위즈, 시즌, 서울고 출신, 2차 드래프트, 고춧가루 부대"
김태경,SEA,1,nc,[2020],0,"[""RP""]",R,R,O,1024,229,116,133,130,128,19,17,252,스트롱거 투게더,"주자 억제, 플라이볼피쳐, 묵직함, VS 좌타, 스토퍼","2020, NC 다이노스, 시즌, 1차 지명, 마산용마고 출신"
김태오,SEA,1,kt,[2022],0,"[""RP""]",L,L,O,1024,190,124,142,144,135,16,18,255,SHOW MAGIC! TEAM KT,"주자 억제, 맞춰잡기, 정면승부, 슬라이더, VS 좌타, 스토퍼","2022, KT 위즈, 시즌, 서울고 출신"
박정은,SEA,1,samsung,[1989],0,"[""RP""]",R,R,O,1024,216,118,137,139,129,14,17,254,1989 삼성 라이온즈,"주자 억제, 컨트롤러, VS 우타, 스토퍼","1989, 삼성 라이온즈, 시즌"
김컬이,SEA,1,lg,[1995],0,"[""RP""]",R,R,O,1024,226,116,137,130,134,12,16,253,해냈다 V2! 또 해낸다! V3!,"타자 집중, 스토퍼","1995, MBC/LG, 시즌, 대구고 출신, 한양대 출신"
김블스,SEA,1,doosan,[2008],0,"[""RP""]",R,R,O,1024,221,105,137,137,138,16,17,253,2008 Jump! Hustle Doo!,"주자 억제, 더티 무브먼트, 묵직함, 스토퍼","2008, OB/두산, 시즌, 부경고 출신, 트레이드"
서로에,SEA,1,ssg,[2023],0,"[""RP""]",R,L,O,1024,231,118,137,109,133,26,17,253,"NO LIMITS, AMAZING LANDERS","주자 억제, 파이어볼러, 더티 무브먼트, 투피치, 와일드씽, 스토퍼","2023, SK/SSG, 시즌"
문나업,SEA,1,sk,[2011],0,"[""RP""]",R,R,O,1024,222,113,142,110,145,20,16,256,Do dream! Let’s go V4!,"VS 좌타, 스토퍼","2011, SK/SSG, 시즌, 1차 지명, 광주진흥고 출신, 동의대 출신"
손트스,SEA,1,samsung,[1994],0,"[""RP""]",R,R,O,1024,235,113,120,116,143,23,18,256,1994 삼성 라이온즈,"주자 억제, 셋 포지션, VS 좌타, 스토퍼","1994, 삼성 라이온즈, 시즌, 경주고 출신"
손나젝,SEA,1,nc,[2021],0,"[""RP""]",L,L,O,1024,224,101,142,130,128,16,18,265,NEVER STOP,"주자 억제, 로케이션, 원포인터, 셋 포지션, VS 우타","2021, NC 다이노스, 시즌, 덕수고 출신, 경희대 출신"
유창균,SEA,1,haitai,[1989],0,"[""RP""]",R,R,U,1024,213,108,120,139,126,48,16,254,꿈을 심는 해태! 용맹스런 타이거즈!,"VS 우타, 스토퍼","1989, 해태/KIA, 시즌, 영흥고 출신"
윤근영,SEA,1,kt,[2016],0,"[""RP""]",L,L,O,1024,227,108,142,123,121,31,17,255,과감하게도전하자,"주자 억제, 그라운드볼러, VS 좌타, 스토퍼","2016, KT 위즈, 시즌, 1차 지명, 대전고 출신, 고춧가루 부대"
유렉블,SEA,1,lg,[2017],0,"[""RP""]",R,R,O,1024,218,135,146,116,113,23,15,258,서울은 LG,"맞춰잡기, 팔색조, 플라이볼피쳐, 슬라이더, 묵직함, VS 좌타, 스토퍼","2017, MBC/LG, 시즌, 거액 계약 (투수), 형제3, 1차 지명, 북일고 출신, 야구인2세, 트레이드"
이교훈,SEA,1,doosan,[2021],0,"[""RP""]",L,L,O,1024,227,109,120,141,135,15,18,259,두산 2021,"주자 억제, 체인지업, 원포인터, 셋 포지션","2021, OB/두산, 시즌, 서울고 출신"
이젝업,SEA,1,lotte,[2022],0,"[""SP""]",R,R,O,1024,224,111,133,128,127,33,16,252,WIN THE MOMENT,"플라이볼피쳐, 타자 집중, 더티 무브먼트, 라이징 무브먼트, 묵직함","2022, 롯데 자이언츠, 시즌, 마산용마고 출신, 고춧가루 부대"
이승현,SEA,1,samsung,[2018],0,"[""RP""]",R,R,O,1024,219,130,107,122,141,17,18,270,뉴라이온즈 18,"주자 억제, 원포인터, 셋 포지션","2018, 삼성 라이온즈, 시즌, 화순고 출신, 보상 선수 모음, 동명이인4"
이준,SEA,1,samsung,[2003],0,"[""RP""]",L,L,O,1024,218,105,137,136,128,28,19,253,그 감동 다시 한 번! Champ 2003!,"타자 집중, 스토퍼","2003, 삼성 라이온즈, 시즌, 선린인터넷고 출신, 건국대 출신"
이태양,SEA,1,hanwha,[2020],0,"[""RP""]",L,R,O,1024,227,100,133,123,141,22,19,259,팬 더 플레임즈,"주자 억제, 정면승부, 라이징 무브먼트, 셋 포지션, 스플리터, VS 좌타, 스토퍼","2020, 빙그레/한화, 시즌, 순천효천고 출신, 고춧가루 부대"
홍프나,SEA,1,nc,[2019],0,"[""RP""]",R,R,O,1024,243,122,107,121,132,18,16,265,박동,"커브, 그라운드볼러, 원포인터, 셋 포지션, VS 우타","2019, NC 다이노스, 시즌, 부경고 출신, 트레이드, 동의대 출신, 1차 지명"
최대성,SEA,1,lotte,[2004],0,"[""RP""]",R,R,O,1024,213,132,129,137,120,17,18,258,"2004 비상하는 롯데, 부활의 자이언츠!","주자 억제, VS 우타, 스토퍼","2004, 롯데 자이언츠, 시즌, 부산고 출신, 양떼야구, 고춧가루 부대"
최동환,SEA,1,lg,[2015],0,"[""RP""]",R,R,O,1024,221,122,69,141,159,24,18,270,더 높은 곳을 향한 2015!,"주자 억제, 셋 포지션, VS 좌타, 스토퍼","2015, MBC/LG, 시즌, 경동고 출신, 고춧가루 부대"
황재규,SEA,1,hanwha,[2016],0,"[""RP""]",R,R,O,1024,206,116,129,132,124,45,17,255,순간을 지배하라,"주자 억제, 맞춰잡기, 라이징 무브먼트, 셋 포지션, VS 우타, 스토퍼","2016, 빙그레/한화, 시즌, 청원고 출신, 성균관대 출신"
류에젝,SEA,1,hanwha,[2023],0,"[""RP""]",R,R,O,1024,218,111,129,133,137,24,17,255,THE ONLY WAY IS UP : 2023,"주자 억제, 로케이션, 라이징 무브먼트, 셋 포지션, 투피치, VS 좌타, 스토퍼","2023, 빙그레/한화, 시즌, 1차 지명, 북일고 출신, 트레이드, 고춧가루 부대"
박범준,SEA,1,kiwoom,[2024],0,"[""RP""]",L,R,O,1024,235,111,133,107,144,23,15,256,WIN THE CHAMPIONSHIP,"로케이션, 슬라이더, 스토퍼, VS 좌타","2024, 히어로즈, 시즌, 대전고 출신, 고춧가루 부대"
