name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,contact,gapPower,homeRunPower,plateDiscipline,strikeoutAvoidance,stealing,baseRunning,defense,enhancedSkill,skill,synergy,multiPosition
이정훈,SEA,1,kia,[2019],0,"[""C""]",L,R,O,1027,229,87,43,86,114,24,61,383,도전 2019,"7번, 8번, 변화구 공략, 하위타선, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2019, 해태/KIA, 시즌, 휘문고 출신, 동명이인23, 경희대 출신",
장승현,SEA,1,doosan,[2023],0,"[""C""]",R,R,O,1027,225,61,51,100,71,25,73,421,TEAM DOOSAN! 2023,"8번, 작전 수행, 하위타선, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2023, OB/두산, 시즌, 제물포고 출신, 야구인2세",
홍원기,SEA,1,doosan,[2002],0,"[""B3""]",R,R,O,1027,209,84,34,99,107,26,67,401,우리 두산! 멋진 베어스! 감동의 V4!,하위타선,"2002, OB/두산, 시즌, 거액 계약 (타자), 1차 지명, 전설의 92학번, 공주고 출신, 고려대 출신, 트레이드",
정구왕,SEA,1,sammi,[1983],0,"[""CF""]",R,R,O,1027,250,40,34,65,152,12,71,403,1983 삼미 슈퍼스타즈,"작전 수행, VS 언더, 변칙타순","1983, 삼청태현, 시즌, 트레이드, 중앙대 출신, 실업야구 출신, 경북고 출신",
주효상,SEA,1,kia,[2023],0,"[""C""]",R,L,O,1027,216,80,38,89,95,24,66,419,압도하라! Always KIA TIGERS,"8번, 작전 수행, 하위타선, VS 우투, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2023, 해태/KIA, 시즌, 1차 지명, 서울고 출신, 트레이드",
최경철,SEA,1,sk,[2005],0,"[""C""]",R,R,O,1027,232,87,38,96,85,24,61,404,구도 100년! 챔피언 원년! 인천 SK!,"8번, 작전 수행, 하위타선, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2005, SK/SSG, 시즌, 전주고 출신, 동의대 출신",
최동수,SEA,1,sk,[2010],0,"[""B1""]",R,R,O,1027,227,80,56,93,113,22,64,372,Go Green! Enjoy Baseball!,"배드볼히터, VS 우투, 변칙타순","2010, SK/SSG, 시즌, 트레이드, 중앙대 출신, 광영고 출신",
한승택,SEA,1,kia,[2016],0,"[""C""]",R,R,O,1027,229,80,38,86,102,24,68,400,동행 2016,"8번, 변화구 공략, 작전 수행, 하위타선, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2016, 해태/KIA, 시즌, 덕수고 출신, 보상 선수 모음",
황성기,SEA,1,kia,[2002],0,"[""C""]",R,R,O,1027,229,85,43,88,108,24,66,384,꿈을 심는 KIA! 용맹스런 Tigers!,"번트, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","2002, 해태/KIA, 시즌, 휘문고 출신",
황성기,SEA,1,haitai,[1999],0,"[""C""]",R,R,O,1027,232,85,43,88,108,24,66,381,꿈을 심는 해태! 용맹스런 타이거즈!,"공격형 포수, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1999, 해태/KIA, 시즌, 휘문고 출신, 고춧가루 부대",
노에블,SEA,1,sk,[2020],0,"[""CF""]",L,R,O,1027,238,99,47,92,107,21,74,349,투혼의 SK,"번트, 스피드스터, 테이블세터, VS 언더","2020, SK/SSG, 시즌, 청주고 출신, 트레이드, 건국대 출신, 고춧가루 부대",
김동헌,SEA,1,kiwoom,[2024],0,"[""C""]",R,R,O,1027,225,85,43,93,113,24,66,378,WIN THE CHAMPIONSHIP,"6번, 도루 저지, 야전사령관, 컨택터, 투수 리드, 인사이드 워크, 공격형 포수, 슬랩 히터, 친화력, 하위타선","2024, 히어로즈, 시즌, 충암고 출신, 고춧가루 부대",
장규현,SEA,1,hanwha,[2024],0,"[""C""]",L,R,O,1027,222,85,43,90,111,24,66,386,DIFFERENT US : 2024,"도루 저지, 야전사령관, 컨택터, 투수 리드, 인사이드 워크, 친화력, VS 언더, 변칙타순","2024, 빙그레/한화, 시즌, 인천고 출신, 고춧가루 부대",
서에업,SEA,1,sbw,[1991],0,"[""B2""]",R,R,O,1026,185,117,34,162,85,22,66,355,1991 쌍방울 레이더스,"하위타선, VS 언더, 하이볼 히터","1991, 쌍방울 레이더스, 시즌, 광주일고 출신, 성균관대 출신, 고춧가루 부대",
박터업,SEA,1,lotte,[1989],0,"[""B1""]",L,L,O,1026,209,82,77,117,72,22,75,372,1989 롯데 자이언츠,"VS 언더, 게스히팅, 갭 히터, 변칙타순","1989, 롯데 자이언츠, 시즌, 경남고 출신, 경희대 출신, 고춧가루 부대",
김터로,SEA,1,mbc,[1985],0,"[""LF""]",R,R,O,1026,230,107,47,92,79,20,57,394,1985 MBC 청룡,"7번, 하위타선","1985, MBC/LG, 시즌, 1차 지명, 신일고 출신, 고려대 출신, 1982 국가대표팀, 고춧가루 부대",
강영수,SEA,1,sbw,[1998],0,"[""RF""]",R,R,O,1026,211,115,51,126,90,24,72,337,1998 쌍방울 레이더스,"VS 언더, 변칙타순","1998, 쌍방울 레이더스, 시즌, 1차 지명, 대구상원고 출신, 트레이드, 한양대 출신, 고춧가루 부대",
김대익,SEA,1,samsung,[2005],0,"[""LF""]",L,L,O,1026,261,89,43,103,101,24,60,345,라이온즈의 열정! 팬의 함성! 2005 V3!,"강견, 변칙타순","2005, 삼성 라이온즈, 시즌, 부산고 출신, 트레이드, 경성대 출신",
김이로,SEA,1,hanwha,[2021],0,"[""RF""]",R,R,O,1026,219,91,43,126,85,29,65,368,THIS IS OUR WAY,"번트, 변칙타순","2021, 빙그레/한화, 시즌, 경남고 출신, 중앙대 출신, 고춧가루 부대",
강봉규,SEA,1,doosan,[2004],0,"[""LF""]",R,R,O,1026,232,89,47,103,95,26,75,359,투혼! 승리! 감동!,"강견, VS 언더, 변칙타순","2004, OB/두산, 시즌, 경남고 출신, 고려대 출신",
송일섭,SEA,1,haitai,[1983],0,"[""B1""]",L,L,O,1026,195,112,60,127,84,27,77,344,꿈을 심는 해태! 용맹스런 타이거즈!,"2번, 갭 히터, VS 좌투","1983, 해태/KIA, 시즌, 1차 지명, 청주고 출신",
최훈재,SEA,1,lg,[1990],0,"[""RF""]",L,L,O,1026,216,104,51,105,113,24,66,347,1990 LG 트윈스,"선구안, OPS형 타자, VS 언더, 변칙타순","1990, MBC/LG, 시즌, 1차 지명, 중앙고 출신, 단국대 출신",
강성우,SEA,1,sk,[2003],0,"[""C""]",R,R,O,1026,248,80,38,88,110,24,59,379,세계로 향한 인천! 우승을 향한 SK!,"8번, 작전 수행, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2003, SK/SSG, 시즌, 1차 지명, 부경고 출신, 트레이드, 단국대 출신",
강성우,SEA,1,lotte,[1998],0,"[""C""]",R,R,O,1026,213,86,30,77,117,22,75,406,(화려한 거인) 스피드 거인 (새로운 시작) 강력한 롯데,"8번, 작전 수행, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1998, 롯데 자이언츠, 시즌, 1차 지명, 부경고 출신, 단국대 출신, 고춧가루 부대",
김일경,SEA,1,hyundai,[2004],0,"[""B2""]",R,R,O,1026,250,68,30,100,100,27,73,378,불패신화! 끝없는 도전!,"작전 수행, 변칙타순","2004, 삼청태현, 시즌, 거액 계약 (타자), 경동고 출신",
김준태,SEA,1,lotte,[2013],0,"[""C""]",L,R,O,1026,230,85,43,88,107,24,66,383,열정과 투지의 롯데 자이언츠!,"8번, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2013, 롯데 자이언츠, 시즌, 경남고 출신",
김태민,SEA,1,lg,[1993],0,"[""DH""]",R,R,O,1026,224,85,43,95,111,26,105,337,1993 LG 트윈스,"번트, 변칙타순","1993, MBC/LG, 시즌",
민병헌,SEA,1,doosan,[2006],0,"[""CF""]",R,R,O,1026,235,82,38,81,96,41,74,379,다함께! Hustle Doo!,"그린라이트, VS 좌투, 변칙타순","2006, OB/두산, 시즌, 87베어스, 황금세대 1987, 덕수고 출신",
김로스,SEA,1,lotte,[2018],0,"[""B3""]",R,R,O,1026,222,74,51,95,108,27,72,377,도전 2018,"컨택터, 대응력, 작전 수행, 슬랩 히터, 하위타선, VS 좌투","2018, 롯데 자이언츠, 시즌, 장충고 출신, 트레이드, 동국대 출신",
안중열,SEA,1,lotte,[2016],0,"[""C""]",R,R,O,1026,224,85,38,86,100,24,68,401,팀 퍼스트,"9번, 하위타선, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2016, 롯데 자이언츠, 시즌, 부산고 출신, 트레이드, 고춧가루 부대",
백컬터,SEA,1,samsung,[2015],0,"[""B2""]",L,R,O,1026,229,98,34,109,98,24,65,369,GOOD TO 9REAT!,"7번, 하위타선, VS 언더","2015, 삼성 라이온즈, 시즌, 경북고 출신, 단국대 출신",
오정복,SEA,1,nc,[2014],0,"[""LF""]",R,R,O,1026,229,95,34,95,124,28,67,354,동반질주,"배드볼히터, 타격 전략, 변화구 공략, 컨택터, 외야 수비, 슬랩 히터, VS 좌투, 변칙타순","2014, NC 다이노스, 시즌, 마산용마고 출신, 2차 드래프트, 인하대 출신",
용덕한,SEA,1,doosan,[2004],0,"[""C""]",R,R,O,1026,224,85,43,88,111,24,66,385,투혼! 승리! 감동!,"공격형 포수, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","2004, OB/두산, 시즌, 대구상원고 출신, 동아대 출신",
전블에,SEA,1,lg,[1997],0,"[""C""]",R,R,O,1026,230,82,43,88,104,24,59,396,폭발적인 힘! 질주하는 무적LG!,"9번, 하위타선, VS 좌투, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1997, MBC/LG, 시즌, 대구고 출신, 트레이드, 영남대 출신",
이정훈,SEA,1,kia,[2017],0,"[""C""]",L,R,O,1026,224,85,43,92,108,24,66,384,동행 2017,"8번, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2017, 해태/KIA, 시즌, 휘문고 출신, 동명이인23, 경희대 출신",
이종민,SEA,1,doosan,[2000],0,"[""B2""]",R,R,O,1026,245,82,43,92,125,31,58,350,"승리의 두산, 감동의 베어스","번트, 변칙타순","2000, OB/두산, 시즌, 광영고 출신, 동명이인50",
황컬터,SEA,1,lotte,[2011],0,"[""RF""]",R,R,O,1026,224,97,38,106,114,27,62,358,2011 정상으로!,"선구안, 작전 수행, VS 좌투, 변칙타순","2011, 롯데 자이언츠, 시즌, 부산고 출신, 이영민 타격상, 성균관대 출신",
정호진,SEA,1,lotte,[1994],0,"[""C""]",L,L,O,1026,221,82,43,94,111,24,67,384,"젊은 거인, 싱싱한 롯데","선구안, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1994, 롯데 자이언츠, 시즌, 마산용마고 출신, 고춧가루 부대",
조종규,SEA,1,ob,[1984],0,"[""C""]",R,R,O,1026,211,77,56,106,102,26,58,390,1984 OB 베어스,"펀치력, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1984, OB/두산, 시즌, 1차 지명, 군산상고 출신, 트레이드, 건국대 출신, 실업야구 출신",
차동열,SEA,1,lg,[1991],0,"[""C""]",R,R,O,1026,225,80,38,86,115,24,66,392,1991 LG 트윈스,"VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1991, MBC/LG, 시즌, 황금사자기 MVP, 경남고 출신, 트레이드, 고춧가루 부대",
장렉인,SEA,1,hanwha,[2016],0,"[""LF""]",R,R,O,1026,237,89,34,88,107,24,70,377,순간을 지배하라,"외야 수비, 작전 수행, 하위타선, VS 우투","2016, 빙그레/한화, 시즌, 배재고 출신",
안로인,SEA,1,doosan,[2024],0,"[""C""]",R,R,O,1026,227,85,43,88,110,24,66,383,247 TEAM DOOSAN,"8번, 도루 저지, 야전사령관, 투수 리드, 인사이드 워크, 친화력, VS 우투","2024, OB/두산, 시즌, 충암고 출신, 동아대 출신",
박선일,SEA,1,binggrae,[1993],0,"[""C""]",R,R,O,1025,229,90,43,90,114,24,58,377,1993 빙그레 이글스,"8번, 공격형 포수, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1993, 빙그레/한화, 시즌, 선린인터넷고 출신, 경희대 출신",
홍현빈,SEA,1,kt,[2022],0,"[""RF""]",L,R,O,1025,240,82,34,100,83,30,69,387,SHOW MAGIC! TEAM KT,"8번, 외야 수비, 작전 수행, 하위타선","2022, KT 위즈, 시즌, 유신고 출신",
김민혁,SEA,1,doosan,[2022],0,"[""B1""]",R,R,O,1025,245,80,86,94,94,24,46,356,TEAM DOOSAN! 2022,"적극성, 6번, 직구 공략, 게스히팅, 파워, 하위타선, 공갈포","2022, OB/두산, 시즌, 광주동성고 출신, 동명이인70, 고춧가루 부대",
이재주,SEA,1,hyundai,[1997],0,"[""C""]",R,R,O,1025,200,90,115,88,51,24,60,397,막강 현대! 최강 유니콘스!,"공격형 포수, 파워, VS 우투, 공갈포, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1997, 삼청태현, 시즌, 강릉고 출신, 고춧가루 부대",
김프업,SEA,1,haitai,[1987],0,"[""B1""]",L,L,O,1025,246,100,34,102,110,22,53,358,꿈을 심는 해태! 용맹스런 타이거즈!,"번트, 변칙타순","1987, 해태/KIA, 시즌, 트레이드, 성균관대 출신, 부산고 출신, 실업야구 출신",
김영직,SEA,1,lg,[1995],0,"[""RF""]",L,L,O,1025,235,103,38,100,125,24,63,337,해냈다 V2! 또 해낸다! V3!,"선구안, VS 좌투, VS 우투, 변칙타순","1995, MBC/LG, 시즌, 1차 지명, 휘문고 출신, 영남대 출신",
김준태,SEA,1,kt,[2021],0,"[""C""]",L,R,O,1025,224,82,43,88,105,24,64,395,마법같은 2021,"8번, 갭 히터, 하위타선, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2021, KT 위즈, 시즌, 경남고 출신, 트레이드",
서나에,SEA,1,lg,[2016],0,"[""B1""]",L,R,O,1025,224,87,68,133,78,25,73,337,혁신의 바람,"지명타자, 갭 히터, 내야 수비, VS 언더, 변칙타순","2016, MBC/LG, 시즌, 유신고 출신, 건국대 출신",
박트에,SEA,1,samsung,[2021],0,"[""LF""]",R,R,O,1025,214,77,64,102,122,24,61,361,ONE TEAM! ONE BODY!!,"외야 수비, 펀치력, VS 좌투, 변칙타순","2021, 삼성 라이온즈, 시즌, 경기고 출신",
송민섭,SEA,1,kt,[2019],0,"[""RF""]",R,R,O,1025,250,81,38,101,106,21,73,355,비상2019,"외야 수비, VS 우투, 변칙타순","2019, KT 위즈, 시즌, 선린인터넷고 출신, 단국대 출신",
김광현,SEA,1,ob,[1995],0,"[""C""]",R,R,O,1025,216,104,43,88,104,24,64,382,95 뒤흔들 OB 베어스,"공격형 포수, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1995, OB/두산, 시즌, 신일고 출신, 단국대 출신, 동명이인71",
김기태,SEA,1,sk,[2005],0,"[""B1""]",L,L,O,1025,232,84,30,107,111,24,62,375,구도 100년! 챔피언 원년! 인천 SK!,"VS 좌투, VS 언더, 변칙타순","2005, SK/SSG, 시즌, 광주일고 출신, 동명이인22, 트레이드, 인하대 출신, 통산 200홈런 클럽, 통산 1500경기 클럽",
김사훈,SEA,1,lotte,[2019],0,"[""C""]",R,R,O,1025,225,85,43,89,110,24,66,383,원팀 자이언츠,"배드볼히터, 2번, 컨택터, 대응력, 슬랩 히터, 테이블세터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2019, 롯데 자이언츠, 시즌, 부산고 출신, 고춧가루 부대",
김상훈,SEA,1,haitai,[2000],0,"[""C""]",R,R,O,1025,243,95,56,73,63,24,72,399,꿈을 심는 해태! 용맹스런 타이거즈!,"번트, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","2000, 해태/KIA, 시즌, 광주일고 출신, 동명이인27, 고려대 출신, 고춧가루 부대",
김재상,SEA,1,lotte,[1990],0,"[""CF""]",R,R,O,1025,230,72,34,96,126,34,65,368,800만의 희망 - 롯데 V2를 향해 달린다,"2번, 그린라이트, VS 좌투, VS 언더","1990, 롯데 자이언츠, 시즌, 부경고 출신, 영남대 출신, 동명이인75, 고춧가루 부대",
김종문,SEA,1,binggrae,[1991],0,"[""C""]",R,R,O,1025,227,85,43,88,110,24,66,382,1991 빙그레 이글스,"선구안, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1991, 빙그레/한화, 시즌, 동산고 출신",
김종문,SEA,1,binggrae,[1986],0,"[""C""]",R,R,O,1025,224,85,43,89,111,24,66,383,1986 빙그레 이글스,"VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1986, 빙그레/한화, 시즌, 동산고 출신, 고춧가루 부대",
박동원,SEA,1,nexen,[2010],0,"[""C""]",R,R,O,1025,224,85,43,89,107,24,66,387,Go for the Championship!,"번트, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","2010, 히어로즈, 시즌, 개성고 출신, 고춧가루 부대",
김컬에,SEA,1,samsung,[2006],0,"[""LF""]",R,R,O,1025,229,95,26,92,96,20,77,390,팬과 함께 만드는 라이온즈의 신화!,"작전 수행, 변칙타순","2006, 삼성 라이온즈, 시즌, 북일고 출신, 트레이드, 경희대 출신, FA",
신경현,SEA,1,hanwha,[1999],0,"[""C""]",R,R,O,1025,221,82,43,90,108,24,67,390,1999 한화 이글스,"VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","1999, 빙그레/한화, 시즌, 거액 계약 (타자), 군산상고 출신, 동국대 출신",
김블프,SEA,1,lotte,[2002],0,"[""SS""]",R,R,O,1025,208,97,60,102,66,22,72,398,큰 롯데 즐거운 야구 센 거인,"하위타선, VS 언더","2002, 롯데 자이언츠, 시즌, 부산고 출신, 트레이드, 중앙대 출신, 고춧가루 부대",
백로블,SEA,1,hanwha,[2022],0,"[""C""]",R,R,O,1025,222,90,43,88,110,24,66,382,OUR TIME HAS COME : 2022,"VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","2022, 빙그레/한화, 시즌, 장충고 출신, 트레이드, 고춧가루 부대",
백로블,SEA,1,kia,[2016],0,"[""C""]",R,R,O,1025,206,87,64,103,67,25,58,415,동행 2016,"8번, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2016, 해태/KIA, 시즌, 장충고 출신",
이계성,SEA,1,lotte,[2002],0,"[""RF""]",L,R,O,1025,227,100,43,89,97,24,71,374,큰 롯데 즐거운 야구 센 거인,"번트, 변칙타순","2002, 롯데 자이언츠, 시즌, 신일고 출신, 트레이드, 고춧가루 부대",
이현석,SEA,1,sk,[2019],0,"[""C""]",R,R,O,1025,224,85,43,88,111,24,66,384,"열광, 자부심","7번, 대응력, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2019, SK/SSG, 시즌, 1차 지명, 제물포고 출신, 동국대 출신",
임훈,SEA,1,lg,[2017],0,"[""RF""]",L,L,O,1025,270,77,34,81,110,22,62,369,서울은 LG,"7번, 대응력","2017, MBC/LG, 시즌, 신일고 출신, 트레이드",
노에블,SEA,1,hanwha,[2023],0,"[""LF""]",R,L,O,1025,230,103,38,113,71,26,59,385,THE ONLY WAY IS UP : 2023,"타격 전략, 1번, 테이블세터, VS 좌투, VS 우투","2023, 빙그레/한화, 시즌, 청주고 출신, 트레이드, 건국대 출신, 고춧가루 부대",
윤준호,SEA,1,doosan,[2024],0,"[""C""]",R,R,O,1025,227,85,43,88,108,24,66,384,247 TEAM DOOSAN,"도루 저지, 야전사령관, 컨택터, 투수 리드, 인사이드 워크, 슬랩 히터, 친화력, VS 좌투, 변칙타순","2024, OB/두산, 시즌, 경남고 출신, 동의대 출신",
박정우,SEA,1,kia,[2024],0,"[""CF""]",L,L,O,1025,254,99,38,86,107,22,61,358,압도하라! Always KIA TIGERS,"VS 우투, 변칙타순","2024, 해태/KIA, 시즌, 덕수고 출신",
김이업,SEA,1,kt,[2015],0,"[""RF""]",R,R,O,1024,253,83,86,84,36,41,76,365,마법을 현실로!,"VS 좌투, 적극성, 스피드스터, 강견, 하위타선","2015, KT 위즈, 시즌, 2차 드래프트, 세광고 출신, 고춧가루 부대",
김주형,SEA,1,kia,[2011],0,"[""B1""]",R,R,O,1024,182,118,120,84,63,26,70,361,New Challenge! Let's Go V11!,"갭 히터, 하위타선, 게스히팅, 로우볼 히터, 공갈포","2011, 해태/KIA, 시즌, 거액 계약 (타자), 1차 지명, 광주동성고 출신",
구천서,SEA,1,ob,[1991],0,"[""B3""]",R,R,O,1024,224,97,38,102,97,26,77,363,1991 OB 베어스,"번트, VS 우투, 작전 수행, 변칙타순","1991, OB/두산, 시즌, 신일고 출신, 형제14, 실업야구 출신, 고춧가루 부대",
손동일,SEA,1,lotte,[1995],0,"[""CF""]",L,L,O,1024,213,84,81,93,56,26,77,394,거인은 팬들의 다정한 친구입니다!,"강견, 테이블세터, 하이볼 히터","1995, 롯데 자이언츠, 시즌, 세광고 출신, 원광대 출신",
김성욱,SEA,1,nc,[2023],0,"[""LF""]",R,R,O,1024,229,118,77,114,14,32,51,389,"거침없이 가자, WE'RE GAME Changers","적극성, 펀치력, VS 우투, 로우볼 히터, 공갈포, 변칙타순","2023, NC 다이노스, 시즌, 광주진흥고 출신",
최컬인,SEA,1,hanwha,[2012],0,"[""C""]",R,R,O,1024,238,82,47,98,106,24,61,368,EAGLES! Fly High!,"8번, 직구 공략, 공격형 포수, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2012, 빙그레/한화, 시즌, 배재고 출신, 2차 드래프트, 연세대 출신, 고춧가루 부대",
권동진,SEA,1,kt,[2021],0,"[""SS""]",L,R,O,1024,222,100,47,120,70,24,75,366,마법같은 2021,"타격 전략, 직구 공략, 하위타선, VS 우투","2021, KT 위즈, 시즌, 세광고 출신, 원광대 출신",
강인권,SEA,1,hanwha,[1999],0,"[""C""]",R,R,O,1024,224,87,34,125,111,24,60,359,1999 한화 이글스,"선구안, 8번, 작전 수행, 하위타선, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1999, 빙그레/한화, 시즌, 대전고 출신, 한양대 출신",
문희성,SEA,1,doosan,[2000],0,"[""B1""]",R,R,O,1024,238,90,60,81,114,24,66,351,"승리의 두산, 감동의 베어스","파워, VS 좌투, 공갈포, 변칙타순","2000, OB/두산, 시즌, 거액 계약 (타자), 유신고 출신, 홍익대 출신, 실업야구 출신",
용덕한,SEA,1,doosan,[2012],0,"[""C""]",R,R,O,1024,224,85,43,88,111,24,66,383,2012 새롭게 허슬두!,"적극성, 배드볼히터, 8번, 컨택터, 작전 수행, 하위타선, VS 좌투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2012, OB/두산, 시즌, 대구상원고 출신, 동아대 출신",
강인프,SEA,1,lotte,[2016],0,"[""C""]",R,R,O,1024,224,85,43,89,111,24,66,382,팀 퍼스트,"8번, 슬랩 히터, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2016, 롯데 자이언츠, 시즌, 1차 지명, 부경고 출신, 고춧가루 부대",
강혁,SEA,1,sk,[2004],0,"[""B1""]",L,L,O,1024,232,71,43,90,112,24,63,389,정상을 향한 무한 비상! SK 와이번스!,"VS 좌투, 변칙타순","2004, SK/SSG, 시즌, 거액 계약 (타자), 신일고 출신, 이영민 타격상, 트레이드, 한양대 출신, 실업야구 출신",
김터로,SEA,1,mbc,[1984],0,"[""LF""]",R,R,O,1024,203,95,47,127,74,29,69,380,1984 MBC 청룡,"6번, 하위타선, VS 우투","1984, MBC/LG, 시즌, 1차 지명, 신일고 출신, 고려대 출신, 1982 국가대표팀, 고춧가루 부대",
김이프,SEA,1,samsung,[1996],0,"[""CF""]",R,R,O,1024,230,91,47,82,98,22,73,381,가자 최강삼성 96 V로,"VS 좌투, 변칙타순","1996, 삼성 라이온즈, 시즌, 부경고 출신, 이영민 타격상, 트레이드, 연세대 출신, 고춧가루 부대",
김경언,SEA,1,kia,[2006],0,"[""LF""]",L,L,O,1024,213,92,34,101,97,24,74,389,신화창조! 도전 2006! 최강 KIA,"번트, 변칙타순","2006, 해태/KIA, 시즌, 부경고 출신",
김규성,SEA,1,kia,[2020],0,"[""B2""]",L,R,O,1024,216,71,56,92,87,25,80,397,도전 2020,"9번, 번트, 작전 수행, 하위타선, VS 좌투","2020, 해태/KIA, 시즌, 선린인터넷고 출신",
김민식,SEA,1,sk,[2017],0,"[""C""]",L,R,O,1024,225,85,43,89,110,24,66,382,뜨거운 질주,"8번, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2017, SK/SSG, 시즌, 마산고 출신, 원광대 출신",
김선우,SEA,1,kia,[2023],0,"[""C""]",R,R,O,1024,225,85,43,88,106,24,66,387,압도하라! Always KIA TIGERS,"배드볼히터, VS 우투, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","2023, 해태/KIA, 시즌, 강릉고 출신, 동명이인68",
김종민,SEA,1,hanwha,[2019],0,"[""C""]",R,R,O,1024,225,82,51,84,100,24,63,395,브링 잇!,"파워, 작전 수행, 하위타선, VS 언더, 공갈포, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2019, 빙그레/한화, 시즌, 대전고 출신, 단국대 출신, 고춧가루 부대",
전형도,SEA,1,doosan,[1999],0,"[""LF""]",R,R,O,1024,221,85,60,96,110,24,74,354,새로워졌습니다 - 두산 베어스,"강견, OPS형 타자, 펀치력, 작전 수행, VS 우투, 변칙타순","1999, OB/두산, 시즌, 휘문고 출신, 트레이드, 단국대 출신",
박기혁,SEA,1,lotte,[2001],0,"[""SS""]",R,R,O,1024,208,93,47,84,108,26,71,387,즐거움을 팬과 함께,"9번, 하위타선, VS 좌투","2001, 롯데 자이언츠, 시즌, 대구상원고 출신, 고춧가루 부대",
방승재,SEA,1,doosan,[2005],0,"[""LF""]",L,R,O,1024,224,85,43,92,111,26,106,337,아자! Hustle Doo!,"VS 우투, 변칙타순","2005, OB/두산, 시즌, 충암고 출신, 동국대 출신",
배영섭,SEA,1,sk,[2019],0,"[""LF""]",R,R,O,1024,238,77,34,95,108,27,73,372,"열광, 자부심","외야 수비, 슬랩 히터, 하위타선, VS 좌투","2019, SK/SSG, 시즌, 유신고 출신, 동국대 출신",
서건창,SEA,1,lg,[2023],0,"[""B2""]",R,L,O,1024,229,108,34,96,122,24,63,348,무적 LG! 끝까지 TWINS!,"8번, 컨택터, 작전 수행, VS 좌투","2023, MBC/LG, 시즌, 광주일고 출신, 트레이드, 연습생 신화, 통산 200도루 클럽",
신종길,SEA,1,kia,[2017],0,"[""RF""]",L,R,O,1024,225,104,47,84,119,26,72,347,동행 2017,"적극성, 배드볼히터, 변칙타순","2017, 해태/KIA, 시즌, 광주일고 출신, 트레이드",
박터인,SEA,1,kiwoom,[2020],0,"[""CF""]",L,L,O,1024,227,84,38,90,96,37,74,378,타임 투 윈,"하위타선, VS 언더","2020, 히어로즈, 시즌, 전주고 출신, 성균관대 출신",
